layer,tokens,time_us
act_fn,1,2.528
act_fn,2,3.104
act_fn,3,3.136
act_fn,4,3.136
act_fn,5,3.136
act_fn,6,3.2
act_fn,7,3.103
act_fn,8,3.104
act_fn,9,3.391
act_fn,10,3.328
act_fn,11,3.296
act_fn,12,3.264
act_fn,13,3.136
act_fn,14,3.136
act_fn,15,3.199
act_fn,16,3.135
act_fn,20,2.912
act_fn,24,2.945
act_fn,28,2.911
act_fn,32,2.911
act_fn,36,2.911
act_fn,40,2.975
act_fn,44,2.912
act_fn,48,2.912
act_fn,52,2.976
act_fn,56,3.008
act_fn,60,2.944
act_fn,64,3.04
act_fn,80,3.2
act_fn,96,3.232
act_fn,112,3.584
act_fn,128,3.968
act_fn,144,5.216
act_fn,160,5.056
act_fn,176,7.072
act_fn,192,7.265
act_fn,208,6.4
act_fn,224,6.656
act_fn,240,6.56
act_fn,256,6.784
act_fn,272,8.384
act_fn,288,9.056
act_fn,304,9.056
act_fn,320,9.472
act_fn,336,10.24
act_fn,352,10.784
act_fn,368,10.944
act_fn,384,11.392
act_fn,400,11.583
act_fn,416,11.936
act_fn,432,12.192
act_fn,448,12.768
act_fn,464,13.504
act_fn,480,13.856
act_fn,496,14.144
act_fn,512,14.368
act_fn,528,15.008
act_fn,544,15.84
act_fn,560,16.128
act_fn,576,16.384
act_fn,592,16.768
act_fn,608,17.152
act_fn,624,17.791
act_fn,640,17.92
act_fn,656,18.592
act_fn,672,19.391
act_fn,688,19.103
act_fn,704,19.648
act_fn,720,19.584
act_fn,736,19.808
act_fn,752,20.352
act_fn,768,20.832
act_fn,784,22.079
act_fn,800,22.335
act_fn,816,23.391
act_fn,832,23.679
act_fn,848,24.223
act_fn,864,24.192
act_fn,880,25.12
act_fn,896,25.151
act_fn,912,25.984
act_fn,928,26.016
act_fn,944,26.879
act_fn,960,27.04
act_fn,976,26.528
act_fn,992,27.168
act_fn,1008,27.807
act_fn,1024,29.12
down_proj,1,74.943
down_proj,2,75.519
down_proj,3,75.743
down_proj,4,76.064
down_proj,5,76.159
down_proj,6,88.83
down_proj,7,89.663
down_proj,8,88.8
down_proj,9,90.239
down_proj,10,89.054
down_proj,11,89.951
down_proj,12,91.007
down_proj,13,89.823
down_proj,14,90.015
down_proj,15,91.134
down_proj,16,89.695
down_proj,20,79.263
down_proj,24,79.807
down_proj,28,79.839
down_proj,32,81.021
down_proj,36,80.414
down_proj,40,80.64
down_proj,44,82.111
down_proj,48,80.799
down_proj,52,82.975
down_proj,56,81.951
down_proj,60,81.535
down_proj,64,81.118
down_proj,80,94.623
down_proj,96,96.575
down_proj,112,96.799
down_proj,128,96.894
down_proj,144,112.831
down_proj,160,113.567
down_proj,176,114.302
down_proj,192,115.328
down_proj,208,166.942
down_proj,224,166.302
down_proj,240,166.366
down_proj,256,167.038
down_proj,272,168.094
down_proj,288,168.157
down_proj,304,169.087
down_proj,320,168.99
down_proj,336,216.253
down_proj,352,215.869
down_proj,368,216.637
down_proj,384,217.693
down_proj,400,238.683
down_proj,416,239.261
down_proj,432,239.452
down_proj,448,240.061
down_proj,464,291.965
down_proj,480,291.454
down_proj,496,292.251
down_proj,512,292.285
down_proj,528,332.668
down_proj,544,332.922
down_proj,560,333.402
down_proj,576,332.891
down_proj,592,340.379
down_proj,608,340.635
down_proj,624,340.54
down_proj,640,340.732
down_proj,656,397.34
down_proj,672,397.819
down_proj,688,398.586
down_proj,704,398.331
down_proj,720,405.401
down_proj,736,407.545
down_proj,752,406.908
down_proj,768,406.17
down_proj,784,449.946
down_proj,800,449.661
down_proj,816,450.714
down_proj,832,450.265
down_proj,848,503.771
down_proj,864,504.473
down_proj,880,504.154
down_proj,896,505.272
down_proj,912,501.114
down_proj,928,501.367
down_proj,944,500.57
down_proj,960,501.081
down_proj,976,564.791
down_proj,992,565.434
down_proj,1008,565.304
down_proj,1024,564.921
embedding,1,2.432
embedding,2,2.976
embedding,3,3.104
embedding,4,3.233
embedding,5,3.616
embedding,6,3.713
embedding,7,3.872
embedding,8,4.095
embedding,9,4.384
embedding,10,4.544
embedding,11,4.704
embedding,12,5.088
embedding,13,5.216
embedding,14,5.504
embedding,15,5.536
embedding,16,5.761
embedding,20,2.527
embedding,24,2.464
embedding,28,2.528
embedding,32,2.496
embedding,36,2.464
embedding,40,2.464
embedding,44,2.529
embedding,48,2.464
embedding,52,2.496
embedding,56,2.528
embedding,60,2.561
embedding,64,2.464
embedding,80,2.592
embedding,96,2.592
embedding,112,2.752
embedding,128,2.817
embedding,144,3.04
embedding,160,3.072
embedding,176,3.2
embedding,192,3.2
embedding,208,3.263
embedding,224,3.2
embedding,240,3.36
embedding,256,3.424
embedding,272,3.584
embedding,288,3.68
embedding,304,3.616
embedding,320,3.648
